length (nm),width (um),height (nm),supply_voltage (V),threshold_voltage (V),temperature (C),leakage_power (W)
43.708610696262625,4.517525647933773,3.355351153623154,0.9708920959462286,0.42879835131343713,64.3635520277442,0.000590212701835623
95.56428757689245,11.296118000188805,3.2228091916479986,1.0576769780339605,0.5221729317199946,72.34356593750215,0.0032108770436489733
75.87945476302646,17.585970881651757,9.15629122468933,0.6753275291547493,0.5040643719160636,110.45473932021804,0.004403882004211369
63.8792635777333,14.912272841781663,3.245915798645555,0.9374118697248992,0.26155996187750946,59.00043860598922,0.003322793692428691
24.041677639819287,16.324661809367544,3.447547535157679,0.900222188200624,0.25969978789658954,111.96496848121713,0.0018369567924500219
24.03950683025824,13.51688396750363,7.8345843617616735,1.0829812637517897,0.30726974709796534,33.81344309766915,0.002642522200572659
15.227525095137953,14.153254725839197,5.04765858205486,1.1342609423368823,0.3444298905364149,102.67984372086308,0.0017413510859689576
87.95585311974416,17.134717379741065,7.990395012596631,0.5085097400341707,0.363382232563393,109.75476330547363,0.0036658932946192256
64.1003510568888,5.743692168324533,1.588295418079467,0.9718139433411548,0.4718788867333381,43.181765283733874,0.00041863735916894564
73.7265320016441,10.29907430921967,5.388140743060458,0.5362850593838103,0.22267217286633417,68.03465323722004,0.0021560740356514167
11.85260448662222,5.202979394572442,1.3025224016495436,0.8842010655541491,0.21386908169042657,41.54997746636556,7.621698563159068e-05
97.29188669457949,19.765692151936292,1.5638788310981906,0.7013429103305747,0.3567642251775636,95.66041289942177,0.002027645426930519
84.91983767203796,18.93712745404565,9.157937080099698,0.7147436196654988,0.47886547685519215,78.53477680616567,0.006202155801084345
29.110519961044854,1.749109416001612,2.2532083400583565,0.7470709524166496,0.277374137182593,88.5323346708321,0.00010156635417557713
26.364247048639054,14.40592827779808,5.791786140476954,0.9349047143347271,0.45660179250250066,44.64869669562111,0.0015219158968033464
26.506405886809045,18.579718030897652,4.699860423406359,0.7338349759681384,0.3039312551761198,46.17458620524195,0.0014544057035386958
37.381801866358394,4.430931557419337,4.126089936329584,1.0128893354131963,0.5544344435254065,29.149732550990635,0.0004045674046527415
57.228078846901404,11.79095938049996,9.098500111185452,0.7831691699017087,0.5582759777066466,57.20675351957297,0.002170588911211247
48.87505167779042,18.394277654172797,1.1964105709794055,0.5478472402169711,0.3189148817125306,80.97446613336749,0.00044574067606209647
36.21062261782377,1.644973593130178,6.9741071755803015,1.048631889738875,0.2919975015852962,110.79349139973289,0.0006625368123560359
65.06676052501416,14.250985077689958,9.670549907921954,0.7000308272148942,0.3645215888264925,91.69274474586807,0.0057671815539851205
22.554447458683764,6.649631140078465,6.041513651156578,0.8029368157194838,0.2962126340720595,68.53963233997514,0.0007737957586029539
36.29301836816963,18.563527712154077,9.431402158297827,0.9798107182553311,0.46895353731668143,120.31201143941378,0.007151453078509983
42.97256589643225,19.450106658141987,1.470320913574214,0.7327193100040984,0.5304258738193142,96.92452005758318,0.0004895907022332527
51.046298579533236,18.941063293155246,4.769139871667452,0.539609959302701,0.4692368523644868,118.016520286255,0.0007073150159439513
80.66583652537122,10.010070116491812,3.3414201186584602,0.7617447329089695,0.5297401788997398,77.75879732721657,0.0011128469756047127
27.970640394252378,17.378810368796955,7.577388684826568,1.1611140078860123,0.3587968648829897,50.890427479313956,0.004459059824782819
56.28109945722505,17.046438572166338,9.83167381447522,0.9492140781089907,0.26252678828354437,30.2826686364722,0.00843865170381764
63.31731119758382,7.062908991621857,3.30877056199823,0.9700354040670448,0.4951803789590368,97.60848514838504,0.0013883521246715745
14.180537144799796,16.749394008862872,6.88757141326667,0.9425975075463479,0.34418980205662153,37.130299800553416,0.0013424871447568665
64.67903667112945,1.7031450595943598,2.7828786948376614,0.6392944972716057,0.468508330091653,55.277512827196716,8.13634824652221e-05
25.347171131856236,12.329127691159007,6.087972291144489,0.7928337048715961,0.30825757679270627,78.24709078838974,0.001643346461672908
15.854643368675156,5.370167908466358,5.175392380195026,1.0256578588543226,0.23249185392266908,81.44165877797477,0.0006340457787061592
95.39969835279999,3.2907708297682974,9.748047966683833,0.5709610282872114,0.5970327181951054,85.0583196987136,-0.0001476273037534138
96.90688297671034,2.462110830954974,6.476745454268199,0.6944969432627985,0.2624806031722397,41.62553303497006,0.0009453800613024101
82.7557613304815,14.229486741684655,4.145557348781369,0.6934233759260975,0.5953683975853924,62.97374048216488,0.0007800880245689561
37.41523922560336,7.457624311593257,2.0268620639914,0.8024132493161542,0.5909119730265788,86.71942271169667,0.0002234476718184091
18.79049026057455,14.770568659046468,2.361221458614411,1.1862581186595293,0.5175272415632158,121.98188646337847,0.0009729186475881719
71.58097238609412,2.241770475179905,3.0278523695611157,0.5472517826786754,0.463769184832799,97.76311376996887,8.021819794903455e-05
49.61372443656412,6.9905164187815965,3.258699952062682,0.8630906960664164,0.4311228201004339,117.26037570939579,0.001060589997032928
20.983441136030095,11.250334555131406,8.65554452057024,0.6255552774085473,0.5464406181511339,101.2212058314177,0.0003253519668668236
54.56592191001432,16.023740131940308,6.051005094542724,1.1794735817868207,0.3157758086477952,84.17169688924005,0.00841584441952268
13.094966900369656,7.056297555709328,5.710518202369298,0.5793124533092249,0.3870724849939508,44.202336913634454,0.00014604387424863144
91.83883618709038,12.891936152303172,2.0329198468229572,0.7825207016531138,0.44775598774660075,91.66856518925131,0.001544462426986682
33.290198344001524,17.833577216487555,8.741257240144915,1.0165194893842244,0.36447619034779644,87.3379565959907,0.006339146653153076
69.62700559185838,12.701400575463786,7.5053287288763535,0.9931880996192117,0.3709945816361072,85.24691704572665,0.007650368372676184
38.053996848046985,5.426230020319042,1.6090152571000143,0.7959100458257525,0.3321138670008338,73.97858679882407,0.0002679810841666165
56.80612190600297,1.4636148495742223,7.370515875067918,0.7425669175669027,0.4256927266738144,77.86566039892756,0.0003450636229550094
59.203925140895166,17.53187860411767,5.8918439560838145,0.7783286649870094,0.5402298112060464,58.44425271181041,0.0023071149879957324
26.636900997297435,1.4041188061573555,1.7355281117210044,0.6849933842110475,0.2806113512025251,76.93126926423031,4.6471662780192615e-05
97.26261649881027,17.61933178099979,5.124705773757908,0.6437330570947599,0.5737732155013766,44.755590567847825,0.0008892132310951656
79.76195410250031,11.049805546517028,5.362266584170423,0.838127788291223,0.47563506149929186,105.51743973603767,0.0035207462872721964
94.55490474077702,18.842286271745028,2.4919708614694818,0.6879736292473251,0.529309285072012,43.57769546987078,0.001011684811486906
90.5344615384884,16.17688147969964,9.51128332300254,0.7012231654280751,0.42247627705200463,33.49662898894664,0.005183529947830458
63.810998092997664,19.96074810013341,8.649778343325957,0.9597292444321899,0.5118066805696253,68.62460263571575,0.00832156528281415
92.96868115208052,7.663524493582493,7.021201035961975,1.1779761321899245,0.2064801589357869,90.83074395060619,0.009273911120533272
17.964325184672756,15.576577489691411,5.160660049005465,0.9225460403915625,0.527352169911814,68.77168249335413,0.0009629499522460259
27.638457617723066,8.636687358575601,4.705889874260577,0.5538856269454764,0.2160555436341466,52.67541319513086,0.0005793718947486576
14.070456001948425,10.117636785774268,6.858761204358587,0.5529085296978469,0.555965350545145,80.81711838904408,-5.423436832795088e-06
39.27972976869379,12.922603801149032,5.908886824662149,1.1659962545918963,0.5967850988954573,59.700233541219994,0.002726445225903046
44.98095607205338,17.599865169540436,1.5604579529369706,0.7081035532151335,0.3176269848707111,118.28676901266331,0.0010529500172561021
34.42141285965063,19.697585914786607,5.612523838932985,0.5644468902577328,0.28412742251431744,117.2645139603572,0.0023176449470228085
84.58637582367363,15.597194863425846,8.257632555095554,0.919331211005267,0.5061453455432163,75.23718199720955,0.007888117300847593
42.10779940242303,8.937568861179342,5.133158898372622,0.9365541448031862,0.3012105363681013,57.78839940182585,0.0019365202560408335
35.28410587186427,9.005783043264334,1.4676091979884158,0.9539533740830817,0.5462249532688814,98.71324139566391,0.0003778893857131723
58.84264748424236,15.014063730188939,8.076503794456297,0.6871814195002789,0.2411370368629907,28.671294348306663,0.004094990809843893
22.683180247728636,5.536765769597745,2.8122740392237695,0.5105774789501325,0.2503820785517433,72.47690060436513,0.0001583019062133783
82.19772826786357,3.0990081494964983,3.327587513992349,1.1755107586181301,0.5916606220402463,58.63233942703335,0.000785138047651673
16.709557931179376,7.737820995174754,2.482357180890663,0.6756251319837717,0.46953555930800184,117.05358851025547,0.00014362308191117468
98.81982429404655,6.457540841427553,3.971935583843478,0.9732184016367832,0.538754889771581,26.200302727268255,0.001389713725846951
79.50202923669917,6.629854288663812,7.810763551197716,0.9946409089150967,0.3297317509406072,80.2814875718349,0.0049348829429729955
27.884411338075516,5.438547269948289,5.674472735535436,0.9270051919556399,0.4705934998082418,99.0663581066626,0.0007817811784606388
10.496990541124216,1.7997706030908758,2.843931467356413,0.7190351759495537,0.43769673092343886,73.50179875240413,2.619985177082127e-05
83.39152856093507,1.3396047599348624,8.900470703368367,0.6897673776348461,0.4412600480491788,33.54030301627216,0.0003298018210941123
73.61716094628554,19.766725404984598,8.916236694563763,0.9183677978918922,0.4730129838150886,122.24613900279022,0.012842017569922575
75.61064512368885,9.127689540981384,8.835205825414063,1.106266943528184,0.4301436692516394,76.8010431376098,0.007289119506311204
79.41433120173512,8.302206296033951,3.1491659024338534,1.1627136102463769,0.37162494772106636,86.41862443190114,0.003062123109495624
16.664018656068134,13.913298371168327,5.061154097628893,0.5741340630826304,0.3103690777522187,48.66097827075073,0.0004600806207427426
42.261915568984534,5.146823869436219,9.864906905267876,0.6083800288184039,0.5074325323652809,73.34980851068039,0.0003755673946254873
20.428215357261674,19.049262495054283,7.948112286789914,1.1613153811481558,0.29050897200127446,67.91494919583218,0.004522360573634054
87.67930832880342,15.94055527389549,1.2445067910300383,1.0155746598343547,0.47694172246176564,32.48958420019837,0.0012413537127397621
66.09683141448022,2.698809043932931,1.5868413213444286,1.118095677380841,0.29333312905973064,35.61603535474672,0.00031653080537863995
39.78082223673843,8.934034739913638,5.175382391310995,0.6418428438947402,0.45013206798178157,108.74725196187745,0.0007361210909121075
15.720251525742128,17.70324784368113,9.182981852754041,0.9113101097765812,0.49883130685161153,48.98199522065902,0.001570452250529598
37.9884089544096,18.949908423536794,5.848316181574428,0.9907977160922314,0.2874855555626157,44.495827149863054,0.004278641499279052
39.266498982407235,9.880628713747525,5.480312572308612,0.9760783198128808,0.22397732034452333,75.49114512501393,0.002806273090423268
75.66455605042577,12.654816395003447,1.9492632996096753,0.7857061836066886,0.2523894971976696,101.87471313625129,0.0020095531683952707
67.38017242196918,4.173644975749429,6.911020942518647,0.5107764241839159,0.44239878690841017,31.19465185789879,0.00017432128670523067
89.84914683186939,19.832203896602554,8.39892844540203,0.9080482397629841,0.5397785624902942,82.68079196382558,0.0100685511756265
52.49934326457544,5.401762326285424,4.423780067568061,0.6771710774257261,0.21799872849416976,36.92104428405734,0.0007887124135526326
20.763482134447152,18.911903708567387,7.980506658327947,0.8151779723000232,0.4936605036166585,28.646105082561846,0.0012961008069382156
74.19203085006956,13.343286330855001,9.680289885107305,1.170306710558672,0.33652745838002085,30.27439521622174,0.010409227929134374
78.47065437552077,12.546999102698324,2.833898132149202,0.7793247223497043,0.39141134796780896,108.41641082084413,0.002255780488723586
60.51494778125466,10.741081709313663,5.709966680752672,1.0878611246650987,0.5715438199382262,36.79724836280616,0.0026214543336478694
79.38704619591049,5.382726422637415,3.58424162276118,0.6319784240244758,0.3327886018943382,29.515136441229195,0.0005935027779279276
54.44160367279517,4.3540326081046565,8.135689771304554,0.9707223486175202,0.3861347735757944,68.78998871429123,0.001902967816674729
57.045954644379464,5.1892379723333315,6.198340292930418,1.1839048681072604,0.20547296590427244,109.39934719420248,0.0037594165761986494
48.47869165226947,4.542326980740835,6.711241757952734,0.5713251706110558,0.23263948800193535,51.240837648930196,0.000756898773188236
12.287721406968567,15.812104997768312,8.181227436543047,0.5058239595590344,0.3034366364539136,67.17126175259165,0.0005378913855851229
19.7102284293974,7.652379924167872,4.563734253962094,0.80350795484283,0.21114089632842978,28.992253256375122,0.0005258538896784701
12.828626711806082,2.099010854704531,9.23581061566339,0.564837838135957,0.45255013041930037,69.90785141348758,4.7506526076344436e-05
67.27693701374024,19.412949972675417,5.797259805215259,1.0238690447733618,0.370559342720649,82.76130806371336,0.009040383470134585
38.2920382968694,17.791931814305087,2.421593405518132,1.1401840646939911,0.41925808109120877,82.09070537521447,0.0021655735756095557
55.77136220482325,18.627293380709048,7.263092063519222,0.8038146808961312,0.26985887435853184,58.242669217436514,0.006375468480821257
91.68098265334837,19.90324863028227,8.13935215394429,0.6810981495088086,0.31837281177464644,56.55331806631355,0.008433946166611193
32.43630062339874,4.304009735170259,3.85085509360774,0.8040823233046268,0.46552978994109,35.66236189365979,0.0002468389564825315
46.93446307320668,8.528598359150516,8.714613312988778,1.0064134724950007,0.5861210894521599,61.67983206462684,0.0023705534677936012
77.99960246887439,15.406531038377734,9.155289292891897,0.5063379131062596,0.22016670944088368,34.94946688729647,0.004248735995864417
30.59183489424602,14.224391743022052,3.4921403864002802,0.912617792639288,0.5561537283421064,101.65959447120517,0.0010922788104135864
16.92819188459137,3.924022220457246,9.851693254436999,0.9293041794211654,0.43075248052448334,121.62742977481858,0.0007230880246070318
36.077630762239124,16.500829374821738,2.266403752438826,0.9463817728271549,0.42556782670224946,122.00744566667069,0.0015600923035208152
24.5099158528604,5.264370864896552,2.81814101562241,0.669415455986614,0.40011141408310413,111.50710993753938,0.00020710432007979768
93.67278871083158,5.252534681629839,2.658023553142235,0.9998369063646887,0.22775763436167337,85.07921493396191,0.001868907685264875
82.73083416079753,11.202514034974858,9.045907390070834,0.5639740404322435,0.23595074069446428,95.086569724388,0.005365020687182157
67.00633808593811,12.26585876199236,6.8886329709246565,0.6394892355267605,0.4403648022636344,53.52058026804141,0.0017305469463896868
88.43145311689459,12.021637948918412,2.3689385490004558,1.1142290326581374,0.3363834285742233,88.07704201726207,0.0036842334997119037
82.33048692092031,2.7382499105573426,4.962910765315141,1.0171062055085964,0.5669072266310722,70.56495494398774,0.0008590850079198858
26.791305299743225,17.671756389977226,6.5376822256282185,0.5096218878079417,0.3626362149437889,73.20173397769325,0.000788045068406236
90.330309864098,6.046400809185415,1.7511767649044496,0.6738633822588601,0.25731258348105646,100.7776560375158,0.0007996523886568501
58.540801772408564,3.4607835043732793,8.94174731566605,0.6500845380952152,0.4858875334008144,53.19183555972516,0.000455931096446041
82.66961396476563,17.886213517510566,8.232431818973817,0.6895644296258808,0.31734136857640394,56.80396116945199,0.0071048680212241816
90.64821699311439,19.157378466365316,5.5468609621897444,0.6732918391959205,0.4101881229423573,117.46417911286366,0.005511356582175887
38.62031274746775,17.38042472804356,9.704139537332534,0.543768407019992,0.479133114202068,30.622429485097225,0.0005500649600588349
19.90467320749091,16.380805419772685,4.759848813475897,0.8212583616177742,0.5601056444808281,73.56342984133404,0.0007036892253437139
30.51416462877475,13.449597632141412,9.85699287132848,1.0129134323503157,0.5168764779206705,116.28008004078617,0.004340047539569994
48.43970097636307,11.466290041573647,7.011279989232643,0.9247122073022055,0.4705444271490896,86.0363007818157,0.00329039644238571
83.62132893302439,2.6527484383167925,6.712041459285473,0.9710101680186558,0.4718532729580574,79.64070742121321,0.0013351001527234468
87.46575249307091,8.760611048343275,2.493594057662065,0.5568044249753674,0.5783698576128347,49.97441792293552,-6.181202884546005e-05
10.625691747807164,8.081081823233966,8.937349824741796,1.166043497123751,0.31832963899861444,59.327548906444825,0.0010364675179981096
55.967257231980916,5.935321891446198,4.847407191285536,1.0869442836901173,0.20044483767847499,110.20484158046929,0.0030005234854236775
47.56699028339011,14.744982160083113,2.460100652042314,1.0635632229469638,0.3087818237592795,80.92181317684582,0.002356146323541498
29.98970294236572,10.421638966496646,1.1134676797818313,1.0760886635292373,0.2871565518506976,76.47421937567799,0.0004843793636223575
20.787883060031454,2.5398781022453107,6.037801152745443,1.152897355692933,0.46473383404559926,34.95797135400289,0.0002960608655561642
40.385365426326516,5.183480837046416,5.746596599104087,0.8809777762795883,0.45348463990621163,26.60281564551231,0.0006509031105854571
94.86187335212672,13.981916509532322,7.474182601322427,0.6401974125073381,0.4373845530818895,121.36851886870491,0.004450771676473849
39.088263881867974,2.4464863303157034,9.01232247716022,0.9317485254967788,0.20649737728378148,62.698616728684165,0.0010169430492174237
56.691155956902946,17.172931366926605,1.7146592617872658,1.0200170455675572,0.49151122178025897,85.32130620995042,0.001634995679310474
73.27170630056601,10.407784013265513,7.583468413063261,1.0165421753478179,0.3294121649941966,32.9715073187285,0.005283913208056069
42.726664214136456,10.131144969206312,2.68670749687824,0.8650143169168161,0.4660223956026524,93.31142857230465,0.000897322338486362
97.46038744488646,12.255747908530834,8.723593478414475,0.5479211035335046,0.4226313714008613,118.2566708705961,0.002849489817567235
96.62025654479001,16.668938352577833,8.371571624754905,0.7597790569010895,0.3370923701711629,82.56652529974197,0.010404414561252387
32.66040662428277,7.608374950141668,5.867143794869899,1.1445366259243501,0.2538305068416431,37.611532237541056,0.0017870436162513237
54.75236553031469,13.882306898622208,7.392185187609804,0.9091142368301982,0.2377675590641924,83.17215274734767,0.00690939209289042
37.07904788350927,11.74890731592003,3.8291510186537354,0.8768323602789994,0.5326073332448894,101.63472131046524,0.0011577059187840146
35.63564449397208,6.073537133219006,5.240511090395332,0.6881974600675355,0.5673590168326232,65.64165365740186,0.0002268914883649547
13.319825261907951,17.693969740748003,8.394732079394245,0.7579142439416052,0.45991521870571983,112.98377479414678,0.0012557609081134066
64.86079005819072,16.151094410531634,5.133386774558925,1.1267422624072183,0.24137364594419336,89.86829533573645,0.009039855301672145
